aqi,co,co_8hr,county,latitude,longitude,no,no2,nox,o3,o3_8hr,pm10,pm10_avg,pm2.5,pm2.5_avg,pollutant,publish_time,publishtime,site_name,siteid,sitename,so2,so2_avg,status,wind_direc,wind_speed
118,0.46,0.3,新北市,24.977222,121.537778,0.8,15,15.8,51,51,63,58,39,37.6,細懸浮微粒,,2026/03/29 17:00:00,,4,新店,1,0,對敏感族群不健康,340,0.4
119,0.34,0.3,新北市,24.982528,121.451861,0.6,8,9.2,60,53,70,66,36,37.8,細懸浮微粒,,2026/03/29 17:00:00,,5,土城,0.4,0,對敏感族群不健康,299,1
114,0.39,0.3,新北市,25.012972,121.458667,0.8,10,11.2,60,54,51,56,28,35.6,細懸浮微粒,,2026/03/29 17:00:00,,6,板橋,2.8,2,對敏感族群不健康,331,1.5
101,0.28,0.2,新北市,25.037972,121.4325,0.7,6,7.1,66,60,56,50,31,30.6,細懸浮微粒,,2026/03/29 17:00:00,,7,新莊,0.5,0,對敏感族群不健康,14,2.5
99,0.37,0.3,新北市,25.06895,121.481028,0.8,11,12.1,61,58,47,56,29,30,細懸浮微粒,,2026/03/29 17:00:00,,8,菜寮,0.5,0,普通,309,1.5
87,0.26,0.2,新北市,25.07798949,121.36548982,0.8,3,4,65,62,25,33,25,25.5,細懸浮微粒,,2026/03/29 17:00:00,,9,林口,0.8,1,普通,37,0.2
98,0.33,0.3,新北市,25.1645,121.449239,0.4,5,5.5,63,58,46,53,28,29.7,細懸浮微粒,,2026/03/29 17:00:00,,10,淡水,0.5,0,普通,,
96,0.28,0.2,臺北市,25.10334003,121.51666356,0.8,3,4.6,66,61,43,50,28,29.1,細懸浮微粒,,2026/03/29 17:00:00,,11,士林,1.1,1,普通,254,0.6
114,0.41,0.5,臺北市,25.062361,121.526528,1.1,11,12.7,61,48,53,62,35,35.9,細懸浮微粒,,2026/03/29 17:00:00,,12,中山,0.4,0,對敏感族群不健康,345,1.7
111,0.42,0.4,臺北市,25.046503,121.507972,1.1,14,16.1,57,51,52,56,33,34.7,細懸浮微粒,,2026/03/29 17:00:00,,13,萬華,1.3,1,對敏感族群不健康,321,0.7
103,0.34,0.3,臺北市,25.020608,121.529556,0.6,10,10.7,62,56,48,56,31,31.5,細懸浮微粒,,2026/03/29 17:00:00,,14,古亭,1.1,1,對敏感族群不健康,339,1
114,0.41,0.3,臺北市,25.05,121.578611,0.9,10,11.9,63,53,56,60,37,35.9,細懸浮微粒,,2026/03/29 17:00:00,,15,松山,1.3,1,對敏感族群不健康,307,1.7
106,0.8,0.5,臺北市,25.06331455,121.51342074,3.3,26,29.9,47,49,47,52,31,32.7,細懸浮微粒,,2026/03/29 17:00:00,,16,大同,1.1,1,對敏感族群不健康,-,-
105,0.32,0.3,桃園市,24.9947107,121.30500531,0.5,9,10.4,66,60,49,58,31,32.1,細懸浮微粒,,2026/03/29 17:00:00,,17,桃園,0.3,0,對敏感族群不健康,317,0.4
93,0.28,0.3,桃園市,25.06100357,121.20251473,0.8,8,9.1,68,65,36,48,24,28,細懸浮微粒,,2026/03/29 17:00:00,,18,大園,0.5,0,普通,27,2.5
90,0.28,0.2,桃園市,25.03556747,121.08283092,1.6,4,5.6,70,67,35,41,23,26,臭氧八小時,,2026/03/29 17:00:00,,19,觀音,0.7,0,普通,33,2
113,0.37,0.3,桃園市,24.952786,121.203986,1.2,7,8.4,64,58,57,64,31,35.2,細懸浮微粒,,2026/03/29 17:00:00,,20,平鎮,0,0,對敏感族群不健康,46,0.6
124,0.37,0.3,桃園市,24.86400048,121.21645772,1.3,10,11.7,54,50,61,72,36,39.8,細懸浮微粒,,2026/03/29 17:00:00,,21,龍潭,0.9,0,對敏感族群不健康,44,1.4
98,0.3,0.2,新竹縣,24.90009696,121.03886894,0.5,4,5.1,66,65,41,50,28,29.5,細懸浮微粒,,2026/03/29 17:00:00,,22,湖口,1.2,1,普通,52,1.9
111,0.33,0.3,新竹縣,24.74091408,121.08895493,0.6,8,9,55,54,57,65,33,34.4,細懸浮微粒,,2026/03/29 17:00:00,,23,竹東,0.8,0,對敏感族群不健康,20,1.1
97,0.32,0.3,新竹市,24.8056356,120.97236752,0.4,6,6.6,67,65,41,53,26,29.2,細懸浮微粒,,2026/03/29 17:00:00,,24,新竹,0.3,0,普通,45,0.7
101,0.3,0.2,苗栗縣,24.69690679,120.89869286,1.1,3,4.7,67,64,51,60,27,30.5,細懸浮微粒,,2026/03/29 17:00:00,,25,頭份,1.7,1,對敏感族群不健康,329,2.6
104,0.27,0.2,苗栗縣,24.56499183,120.82011468,0.6,3,4.5,69,63,48,48,36,31.7,細懸浮微粒,,2026/03/29 17:00:00,,26,苗栗,1,1,對敏感族群不健康,356,2.1
86,0.28,0.3,苗栗縣,24.38248443,120.75956754,1.3,2,3.6,68,56,46,42,27,25.2,細懸浮微粒,,2026/03/29 17:00:00,,27,三義,1.5,1,普通,11,2.4
94,0.28,0.3,臺中市,24.25699731,120.74252414,0.6,5,5.9,59,58,25,41,22,28.1,細懸浮微粒,,2026/03/29 17:00:00,,28,豐原,1.5,1,普通,298,1.6
102,0.26,0.2,臺中市,24.225628,120.568794,0.6,3,3.8,63,62,50,54,31,30.8,細懸浮微粒,,2026/03/29 17:00:00,,29,沙鹿,0.7,0,對敏感族群不健康,314,2.1
95,0.3,0.2,臺中市,24.09961111,120.67844444,0.2,6,6.3,57,50,47,47,27,28.4,細懸浮微粒,,2026/03/29 17:00:00,,30,大里,1.6,1,普通,13,1.9
83,0.31,0.3,臺中市,24.151958,120.641092,1.5,8,9.7,56,53,44,46,25,24.1,細懸浮微粒,,2026/03/29 17:00:00,,31,忠明,1.5,1,普通,333,1.5
86,0.26,0.3,臺中市,24.162197,120.616917,0.6,4,5.4,55,54,31,45,15,25.4,細懸浮微粒,,2026/03/29 17:00:00,,32,西屯,1.1,1,普通,346,1.5
93,0.49,0.3,彰化縣,24.066,120.541519,1.6,9,11.2,54,59,48,47,29,28,細懸浮微粒,,2026/03/29 17:00:00,,33,彰化,4.9,1,普通,16,2
100,0.36,0.4,彰化縣,24.131672,120.469061,1.5,6,7.9,62,67,52,53,32,30.3,細懸浮微粒,,2026/03/29 17:00:00,,34,線西,2.5,1,普通,10,2.7
91,0.28,0.2,彰化縣,23.925175,120.409653,0.7,2,3.6,58,60,63,59,25,27,細懸浮微粒,,2026/03/29 17:00:00,,35,二林,1.3,2,普通,345,2.4
91,0.28,0.3,南投縣,23.913,120.685306,0.2,3,3.8,61,53,29,38,27,27.1,細懸浮微粒,,2026/03/29 17:00:00,,36,南投,0.6,0,普通,314,2
82,0.23,0.3,雲林縣,23.711853,120.544994,0.3,2,2.6,54,55,29,42,13,23.9,細懸浮微粒,,2026/03/29 17:00:00,,37,斗六,0.8,2,普通,333,2.7
74,0.23,0.2,雲林縣,23.757547,120.348742,0.2,2,2.3,52,52,28,41,13,20.9,細懸浮微粒,,2026/03/29 17:00:00,,38,崙背,0.1,0,普通,314,1.8
78,0.24,0.2,嘉義縣,23.554839,120.345531,0.7,5,6.1,56,56,23,41,16,22.3,細懸浮微粒,,2026/03/29 17:00:00,,39,新港,2.7,1,普通,290,3.1
69,0.21,0.2,嘉義縣,23.46538,120.2478,1.3,3,4.9,48,52,24,35,16,18.9,細懸浮微粒,,2026/03/29 17:00:00,,40,朴子,1.1,0,普通,348,1.9
64,0.27,0.2,雲林縣,23.702175,120.19933333,0.6,8,9.6,55,59,35,35,17,17,臭氧八小時,,2026/03/29 17:00:00,,41,臺西,2.7,1,普通,18,3.3
79,0.26,0.2,嘉義市,23.46477865,120.44125148,0.7,5,6,54,52,25,38,17,22.9,細懸浮微粒,,2026/03/29 17:00:00,,42,嘉義,1.8,2,普通,3,3.8
76,0.23,0.2,臺南市,23.305633,120.31725,1.2,4,5.3,46,49,25,39,14,21.6,細懸浮微粒,,2026/03/29 17:00:00,,43,新營,1.2,1,普通,352,2.7
68,0.21,0.2,臺南市,23.11337642,120.29740529,1.2,2,3.8,47,49,22,36,14,18.6,細懸浮微粒,,2026/03/29 17:00:00,,44,善化,0.3,0,普通,343,3.2
71,0.26,0.2,臺南市,23.048197,120.2175,1.1,2,3.9,46,47,19,37,13,19.7,細懸浮微粒,,2026/03/29 17:00:00,,45,安南,1,1,普通,310,3.1
69,0.22,0.2,臺南市,22.98928311,120.21947897,1.2,4,5.6,43,48,25,35,13,19.2,細懸浮微粒,,2026/03/29 17:00:00,,46,臺南,0.5,1,普通,350,2.8
63,0.27,0.2,高雄市,22.883583,120.530542,0.4,3,3.6,55,52,34,31,12,16.8,細懸浮微粒,,2026/03/29 17:00:00,,47,美濃,1,0,普通,319,2
76,0.25,0.2,高雄市,22.757506,120.305689,0.9,4,5.7,41,49,26,39,14,21.7,細懸浮微粒,,2026/03/29 17:00:00,,48,橋頭,0.9,1,普通,310,3.9
79,0.25,0.2,高雄市,22.689056,120.332631,0.9,5,6.9,44,52,31,42,14,22.7,細懸浮微粒,,2026/03/29 17:00:00,,49,仁武,1.4,1,普通,309,2.5
65,0.4,0.3,高雄市,22.628126,120.357422,1.4,9,10.7,39,49,22,34,13,17.5,細懸浮微粒,,2026/03/29 17:00:00,,50,鳳山,1.1,1,普通,277,1.5
73,0.23,0.2,高雄市,22.56413611,120.425311,1.6,4,6,46,53,34,42,17,20.6,細懸浮微粒,,2026/03/29 17:00:00,,51,大寮,0.7,1,普通,308,3.3
75,0.21,0.2,高雄市,22.4795,120.41175,1.1,5,6.7,37,45,34,48,19,21.1,細懸浮微粒,,2026/03/29 17:00:00,,52,林園,1.2,1,普通,289,4
70,0.24,0.2,高雄市,22.733667,120.328289,0.6,6,7.1,43,51,27,41,13,19.5,細懸浮微粒,,2026/03/29 17:00:00,,53,楠梓,0.8,1,普通,287,2.6
79,0.21,0.3,高雄市,22.674861,120.292917,0.6,6,7.2,41,52,26,44,15,22.6,細懸浮微粒,,2026/03/29 17:00:00,,54,左營,0.7,0,普通,300,4.1
68,0.23,0.2,高雄市,22.63390278,120.28676111,0.8,4,5.6,46,53,25,39,12,18.8,細懸浮微粒,,2026/03/29 17:00:00,,56,前金,0.4,0,普通,343,4.2
79,0.24,0.2,高雄市,22.6044507,120.30833356,1.3,3,5,43,52,99,56,15,20,懸浮微粒,,2026/03/29 17:00:00,,57,前鎮,1,1,普通,8,2.2
77,0.23,0.2,高雄市,22.565833,120.337736,1.2,6,7.6,42,51,25,38,16,22,細懸浮微粒,,2026/03/29 17:00:00,,58,小港,1.2,1,普通,282,3.7
73,0.28,0.2,屏東縣,22.673081,120.488033,0.6,4,5.4,52,55,37,43,13,20.5,細懸浮微粒,,2026/03/29 17:00:00,,59,屏東,1.3,1,普通,301,2.5
78,0.24,0.2,屏東縣,22.523108,120.561175,0.8,5,6.1,52,56,47,52,23,22.3,細懸浮微粒,,2026/03/29 17:00:00,,60,潮州,0.6,0,普通,286,4.9
70,0.2,0.3,屏東縣,21.958069,120.788928,1.1,2,3.8,56,60,30,30,15,19.6,細懸浮微粒,,2026/03/29 17:00:00,,61,恆春,0.8,1,普通,289,2.2
52,0.24,0.2,臺東縣,22.755358,121.15045,0.8,2,3.5,50,48,24,22,14,13,細懸浮微粒,,2026/03/29 17:00:00,,62,臺東,0.8,0,普通,27,1.7
44,0.27,0.2,花蓮縣,23.971306,121.599769,0.6,3,3.8,44,47,21,17,10,8.7,,,2026/03/29 17:00:00,,63,花蓮,0.7,0,良好,104,1.8
65,0.28,0.2,臺北市,25.182722,121.529583,0.5,2,2.9,54,51,29,23,22,17.5,細懸浮微粒,,2026/03/29 17:00:00,,64,陽明,1,1,普通,,
49,0.25,0.2,宜蘭縣,24.747917,121.746394,0.8,2,3.7,57,49,21,18,15,12.1,,,2026/03/29 17:00:00,,65,宜蘭,0.7,0,良好,125,2.4
65,0.31,0.2,宜蘭縣,24.632203,121.792928,1.7,7,9.6,57,48,41,28,26,17.6,細懸浮微粒,,2026/03/29 17:00:00,,66,冬山,1.6,1,普通,122,2.4
114,0.8,0.7,新北市,25.072611,121.493806,21.5,39,60.7,33,34,56,66,34,35.9,細懸浮微粒,,2026/03/29 17:00:00,,67,三重,0.9,1,對敏感族群不健康,-,-
121,0.54,0.5,桃園市,24.953278,121.221667,5.7,25,31.1,43,42,66,70,37,38.5,細懸浮微粒,,2026/03/29 17:00:00,,68,中壢,0.2,0,對敏感族群不健康,298,0.3
81,0.22,0.2,南投縣,23.756389,120.677306,1.5,3,4.6,57,53,31,40,15,23.4,細懸浮微粒,,2026/03/29 17:00:00,,69,竹山,1.8,2,普通,309,2.5
119,0.81,0.8,新北市,25.017,121.516306,4.1,25,29.9,44,37,67,73,35,37.7,細懸浮微粒,,2026/03/29 17:00:00,,70,永和,0.7,0,對敏感族群不健康,38,1
70,0.26,0.3,高雄市,22.608711,120.312017,1.4,4,6,42,50,22,34,15,19.6,細懸浮微粒,,2026/03/29 17:00:00,,71,復興,0.8,1,普通,250,1
72,0.31,0.2,南投縣,23.968842,120.967903,1,2,3.4,56,37,28,25,22,20,細懸浮微粒,,2026/03/29 17:00:00,,72,埔里,1.3,1,普通,282,2.8
90,0.26,0.3,連江縣,26.153736,119.952724,0.7,7,8.2,75,53,38,37,28,26.9,細懸浮微粒,,2026/03/29 17:00:00,,75,馬祖,1.4,1,普通,234,1.5
103,0.32,0.3,金門縣,24.432133,118.312256,0.7,10,10.8,72,57,28,36,28,31.5,細懸浮微粒,,2026/03/29 17:00:00,,77,金門,1.6,1,對敏感族群不健康,124,1.6
80,0.22,0.2,澎湖縣,23.569031,119.566158,0.3,2,3,61,64,16,21,20,18.6,臭氧八小時,,2026/03/29 17:00:00,,78,馬公,0.7,0,普通,346,3
49,0.2,0.2,臺東縣,23.045083,121.161933,0.5,2,3,41,43,21,18,11,12.1,,,2026/03/29 17:00:00,,80,關山,0.3,0,良好,225,2.4
70,0.24,0.2,雲林縣,23.753506,120.251825,0,3,3.6,59,57,33,36,16,19.5,細懸浮微粒,,2026/03/29 17:00:00,,83,麥寮,1.1,1,普通,349,3.2
104,0.23,0.2,新北市,25.29681695,121.53656894,0,2,2.6,79,71,57,52,36,31.9,細懸浮微粒,,2026/03/29 17:00:00,,84,富貴角,0.3,0,對敏感族群不健康,338,1.7
101,0.23,0.2,彰化縣,23.85493056,120.26964167,1.9,1,3.2,70,71,43,43,24,24.2,臭氧八小時,,2026/03/29 17:00:00,,85,大城,0.8,0,對敏感族群不健康,323,3.8
99,0.7,0.6,臺中市,24.1589,120.6567111,11.6,13,24.9,54,49,41,48,27,29.9,細懸浮微粒,,2026/03/29 17:00:00,,88,臺灣大道,0.7,0,普通,291,0.7
93,0.27,0.3,彰化縣,23.9615945,120.5631893,1.1,3,4.3,59,57,35,40,23,27.8,細懸浮微粒,,2026/03/29 17:00:00,,139,員林,1.2,1,普通,298,1.9
72,0.37,0.4,臺南市,22.98522502,120.22216042,2.2,4,7.1,42,47,22,34,15,20.1,細懸浮微粒,,2026/03/29 17:00:00,,140,林森,0.2,0,普通,82,2
72,0.26,0.2,南投縣,23.71867609,120.7944772,0.8,4,4.9,60,48,39,33,26,20.2,細懸浮微粒,,2026/03/29 17:00:00,,203,南投（鹿谷）,1.4,0,普通,305,0.8
81,0.21,0.3,屏東縣,22.35222,120.37722,0.4,2,2.4,47,57,20,42,20,23.3,細懸浮微粒,,2026/03/29 17:00:00,,204,屏東（琉球）,0.8,1,普通,317,3.7
127,0.45,0.4,新北市,24.94902778,121.38352778,0.6,14,14.7,59,55,50,54,39,41,細懸浮微粒,,2026/03/29 17:00:00,,311,新北（樹林）,0.5,0,對敏感族群不健康,45,0
77,0.23,0.2,屏東縣,22.260899,120.651472,0.3,2,2.3,52,61,43,39,25,22,細懸浮微粒,,2026/03/29 17:00:00,,313,屏東（枋山）,0.2,0,普通,296,4.3
103,0.33,0.3,基隆市,25.129167,121.760056,0,8,8.3,65,54,50,50,35,31.3,細懸浮微粒,,2026/03/29 18:00:00,,1,基隆,1.4,1,對敏感族群不健康,1,0.3
111,0.55,0.3,新北市,25.06624,121.64081,1.2,18,19.4,45,52,65,54,39,34.4,細懸浮微粒,,2026/03/29 18:00:00,,2,汐止,1.5,1,對敏感族群不健康,178,0.8
118,0.44,0.4,新北市,24.977222,121.537778,0.5,14,14.7,53,52,62,58,37,37.6,細懸浮微粒,,2026/03/29 18:00:00,,4,新店,1,0,對敏感族群不健康,2,0.7
117,0.4,0.3,新北市,24.982528,121.451861,0.6,9,10.5,57,55,60,65,34,37,細懸浮微粒,,2026/03/29 18:00:00,,5,土城,0.5,0,對敏感族群不健康,344,0.8
112,0.43,0.3,新北市,25.012972,121.458667,0.7,11,12.1,59,56,55,54,35,35.1,細懸浮微粒,,2026/03/29 18:00:00,,6,板橋,2.8,2,對敏感族群不健康,321,0.9
99,0.28,0.2,新北市,25.037972,121.4325,0.8,7,7.9,65,61,48,50,30,30.1,細懸浮微粒,,2026/03/29 18:00:00,,7,新莊,0.5,0,普通,23,1.5
99,0.38,0.3,新北市,25.06895,121.481028,0.6,9,9.8,64,59,50,55,29,30,細懸浮微粒,,2026/03/29 18:00:00,,8,菜寮,0.6,0,普通,357,0.9
91,0.27,0.2,新北市,25.07798949,121.36548982,0.8,5,6.1,59,62,43,35,33,27,細懸浮微粒,,2026/03/29 18:00:00,,9,林口,1,1,普通,37,0.9
101,0.34,0.3,新北市,25.1645,121.449239,0.6,6,6.6,64,59,49,53,35,30.7,細懸浮微粒,,2026/03/29 18:00:00,,10,淡水,0.6,0,對敏感族群不健康,,
99,0.34,0.2,臺北市,25.10334003,121.51666356,0.7,5,6.5,61,62,46,50,33,30.2,細懸浮微粒,,2026/03/29 18:00:00,,11,士林,1.1,1,普通,246,1
116,0.43,0.4,臺北市,25.062361,121.526528,0.8,13,14,59,50,51,59,37,36.4,細懸浮微粒,,2026/03/29 18:00:00,,12,中山,0.4,0,對敏感族群不健康,230,1
110,0.49,0.4,臺北市,25.046503,121.507972,0.8,15,16.6,54,52,45,54,36,34.3,細懸浮微粒,,2026/03/29 18:00:00,,13,萬華,1.3,1,對敏感族群不健康,300,0.6
101,0.36,0.3,臺北市,25.020608,121.529556,0.6,11,11.8,59,58,53,54,30,30.7,細懸浮微粒,,2026/03/29 18:00:00,,14,古亭,1.1,1,對敏感族群不健康,33,0.2
115,0.44,0.4,臺北市,25.05,121.578611,0.9,13,14.3,57,55,55,59,36,36.2,細懸浮微粒,,2026/03/29 18:00:00,,15,松山,1.2,1,對敏感族群不健康,58,1
108,1.07,0.6,臺北市,25.06331455,121.51342074,8.5,28,37.5,43,49,49,52,34,33.2,細懸浮微粒,,2026/03/29 18:00:00,,16,大同,1.2,1,對敏感族群不健康,-,-
106,0.43,0.3,桃園市,24.9947107,121.30500531,0.3,12,12.5,59,61,57,58,33,32.7,細懸浮微粒,,2026/03/29 18:00:00,,17,桃園,0.4,0,對敏感族群不健康,30,1.1
92,0.28,0.3,桃園市,25.06100357,121.20251473,0.8,9,9.8,67,66,38,47,26,27.5,細懸浮微粒,,2026/03/29 18:00:00,,18,大園,0.3,0,普通,36,2.1
93,0.27,0.2,桃園市,25.03556747,121.08283092,1.2,4,5.3,68,68,31,40,17,24.7,臭氧八小時,,2026/03/29 18:00:00,,19,觀音,0.9,0,普通,59,1.5
111,0.42,0.3,桃園市,24.952786,121.203986,1.1,11,13,59,58,65,64,33,34.7,細懸浮微粒,,2026/03/29 18:00:00,,20,平鎮,0,0,對敏感族群不健康,33,0.9
123,0.38,0.3,桃園市,24.86400048,121.21645772,1.2,10,11.5,54,51,72,71,40,39.4,細懸浮微粒,,2026/03/29 18:00:00,,21,龍潭,0.8,0,對敏感族群不健康,52,1.5
97,0.33,0.2,新竹縣,24.90009696,121.03886894,0.5,5,6.3,64,66,52,51,31,29.3,細懸浮微粒,,2026/03/29 18:00:00,,22,湖口,1.4,1,普通,50,2.2
112,0.34,0.3,新竹縣,24.74091408,121.08895493,0.7,8,9,48,54,66,63,38,35,細懸浮微粒,,2026/03/29 18:00:00,,23,竹東,0.9,0,對敏感族群不健康,121,0.7
95,0.38,0.3,新竹市,24.8056356,120.97236752,0.5,8,8.7,62,65,47,51,29,28.5,細懸浮微粒,,2026/03/29 18:00:00,,24,新竹,0.6,0,普通,34,0.9
98,0.34,0.3,苗栗縣,24.69690679,120.89869286,1.1,4,5.7,64,65,40,56,28,29.7,細懸浮微粒,,2026/03/29 18:00:00,,25,頭份,1.8,1,普通,4,1.5
103,0.33,0.2,苗栗縣,24.56499183,120.82011468,0.6,5,6,64,64,42,47,29,31.2,細懸浮微粒,,2026/03/29 18:00:00,,26,苗栗,0.7,0,對敏感族群不健康,14,2.2
86,0.3,0.3,苗栗縣,24.38248443,120.75956754,1.3,2,4.2,63,60,47,43,23,25.2,細懸浮微粒,,2026/03/29 18:00:00,,27,三義,1.5,1,普通,18,2.6
90,0.28,0.3,臺中市,24.25699731,120.74252414,0.5,5,6.2,52,60,16,36,19,26.9,細懸浮微粒,,2026/03/29 18:00:00,,28,豐原,1.3,1,普通,326,1.9
99,0.28,0.2,臺中市,24.225628,120.568794,0.7,4,5.4,59,63,55,54,26,30.2,細懸浮微粒,,2026/03/29 18:00:00,,29,沙鹿,0.8,0,普通,325,2.7
96,0.33,0.2,臺中市,24.09961111,120.67844444,0.2,6,6.3,52,53,45,48,26,28.9,細懸浮微粒,,2026/03/29 18:00:00,,30,大里,1.4,1,普通,17,1.8
82,0.32,0.3,臺中市,24.151958,120.641092,1.2,7,8.7,50,56,33,43,22,23.9,細懸浮微粒,,2026/03/29 18:00:00,,31,忠明,1.4,1,普通,340,1.5
81,0.3,0.3,臺中市,24.162197,120.616917,0.8,8,9.3,48,55,35,42,19,23.6,細懸浮微粒,,2026/03/29 18:00:00,,32,西屯,0.9,1,普通,17,2.1
89,0.38,0.3,彰化縣,24.066,120.541519,1.3,9,10.7,52,60,43,46,24,26.4,細懸浮微粒,,2026/03/29 18:00:00,,33,彰化,1.9,1,普通,20,2.5
102,0.56,0.4,彰化縣,24.131672,120.469061,1.3,12,13.5,56,66,61,55,34,31,細懸浮微粒,,2026/03/29 18:00:00,,34,線西,4.8,1,對敏感族群不健康,5,3.3
93,0.28,0.2,彰化縣,23.925175,120.409653,0.6,3,4.1,59,61,69,62,31,27.9,細懸浮微粒,,2026/03/29 18:00:00,,35,二林,1.6,2,普通,328,1.7
90,0.37,0.3,南投縣,23.913,120.685306,0.1,6,6.9,53,56,33,38,23,26.8,細懸浮微粒,,2026/03/29 18:00:00,,36,南投,1.5,0,普通,341,1.6
78,0.25,0.2,雲林縣,23.711853,120.544994,0.5,2,3.3,52,57,38,41,15,22.4,細懸浮微粒,,2026/03/29 18:00:00,,37,斗六,0.9,2,普通,349,2
78,0.26,0.2,雲林縣,23.757547,120.348742,0.2,3,4,54,53,55,43,25,22.2,細懸浮微粒,,2026/03/29 18:00:00,,38,崙背,0,0,普通,306,1.9
74,0.23,0.2,嘉義縣,23.554839,120.345531,0.5,3,3.8,49,56,27,39,17,20.9,細懸浮微粒,,2026/03/29 18:00:00,,39,新港,1.8,1,普通,276,2.8
69,0.25,0.2,嘉義縣,23.46538,120.2478,1.2,5,6.6,47,52,36,36,15,19,細懸浮微粒,,2026/03/29 18:00:00,,40,朴子,1.3,0,普通,325,2.5
66,0.27,0.2,雲林縣,23.702175,120.19933333,0.3,8,9.2,58,59,39,35,19,17.8,細懸浮微粒,,2026/03/29 18:00:00,,41,臺西,2.6,1,普通,350,2.5
75,0.28,0.2,嘉義市,23.46477865,120.44125148,0.9,5,6.1,44,52,27,37,11,21.1,細懸浮微粒,,2026/03/29 18:00:00,,42,嘉義,1.2,2,普通,352,3.3
71,0.24,0.2,臺南市,23.305633,120.31725,1.4,4,6.4,44,49,26,36,12,19.9,細懸浮微粒,,2026/03/29 18:00:00,,43,新營,0.9,1,普通,336,2.5
64,0.22,0.2,臺南市,23.11337642,120.29740529,1.1,3,4.9,47,50,28,35,13,17.3,細懸浮微粒,,2026/03/29 18:00:00,,44,善化,0.3,0,普通,327,3
71,0.27,0.2,臺南市,23.048197,120.2175,1,3,4.3,46,48,31,36,19,19.8,細懸浮微粒,,2026/03/29 18:00:00,,45,安南,1.2,1,普通,305,2.7
65,0.26,0.2,臺南市,22.98928311,120.21947897,1.2,5,6.9,44,48,24,33,12,17.7,細懸浮微粒,,2026/03/29 18:00:00,,46,臺南,0.6,1,普通,333,3
61,0.26,0.2,高雄市,22.883583,120.530542,0.4,3,3.9,52,54,29,30,13,16.2,細懸浮微粒,,2026/03/29 18:00:00,,47,美濃,1.1,0,普通,304,1.9
75,0.25,0.2,高雄市,22.757506,120.305689,0.8,5,6.6,41,49,28,37,17,21.2,細懸浮微粒,,2026/03/29 18:00:00,,48,橋頭,0.8,1,普通,301,3.1
77,0.25,0.2,高雄市,22.689056,120.332631,0.8,7,8.4,42,52,30,40,18,22.1,細懸浮微粒,,2026/03/29 18:00:00,,49,仁武,1.3,1,普通,287,3.4
64,0.48,0.4,高雄市,22.628126,120.357422,1.7,10,11.7,37,48,22,31,18,17.4,細懸浮微粒,,2026/03/29 18:00:00,,50,鳳山,1.1,1,普通,297,1.6
70,0.24,0.2,高雄市,22.56413611,120.425311,1.4,4,5.8,43,53,27,37,16,19.6,細懸浮微粒,,2026/03/29 18:00:00,,51,大寮,0.8,1,普通,304,2.7
71,0.22,0.2,高雄市,22.4795,120.41175,1.2,8,9.9,32,44,30,43,15,19.9,細懸浮微粒,,2026/03/29 18:00:00,,52,林園,1,1,普通,299,3.9
68,0.24,0.2,高雄市,22.733667,120.328289,0.5,8,8.5,41,51,31,39,17,18.7,細懸浮微粒,,2026/03/29 18:00:00,,53,楠梓,0.8,1,普通,285,2.8
73,0.21,0.2,高雄市,22.674861,120.292917,0.4,7,7.6,44,51,25,41,11,20.4,細懸浮微粒,,2026/03/29 18:00:00,,54,左營,0.7,0,普通,288,5.1
63,0.24,0.2,高雄市,22.63390278,120.28676111,0.7,4,5.6,46,53,25,36,9,17,細懸浮微粒,,2026/03/29 18:00:00,,56,前金,0.4,0,普通,350,4.2
80,0.25,0.2,高雄市,22.6044507,120.30833356,1,5,6.6,42,51,46,57,17,19.4,懸浮微粒,,2026/03/29 18:00:00,,57,前鎮,0.9,1,普通,332,1.8
76,0.22,0.2,高雄市,22.565833,120.337736,1,6,7.6,41,50,22,34,20,21.5,細懸浮微粒,,2026/03/29 18:00:00,,58,小港,1.3,1,普通,288,4.2
70,0.28,0.2,屏東縣,22.673081,120.488033,0.6,5,6.2,48,56,33,39,18,19.4,細懸浮微粒,,2026/03/29 18:00:00,,59,屏東,1.2,1,普通,273,4.1
76,0.25,0.2,屏東縣,22.523108,120.561175,0.8,6,7.7,45,56,37,49,19,21.5,細懸浮微粒,,2026/03/29 18:00:00,,60,潮州,0.6,0,普通,261,2.7
70,0.19,0.2,屏東縣,21.958069,120.788928,1,3,4.5,49,60,29,31,19,19.5,細懸浮微粒,,2026/03/29 18:00:00,,61,恆春,0.7,1,普通,333,2.3
53,0.24,0.2,臺東縣,22.755358,121.15045,0.3,2,3.3,49,49,24,23,14,13.3,細懸浮微粒,,2026/03/29 18:00:00,,62,臺東,0.7,0,普通,27,1.7
46,0.28,0.2,花蓮縣,23.971306,121.599769,0.4,3,4,51,50,34,20,18,10.6,,,2026/03/29 18:00:00,,63,花蓮,0.9,0,良好,98,1.8
67,0.3,0.2,臺北市,25.182722,121.529583,0.4,2,3,51,52,26,24,21,18.2,細懸浮微粒,,2026/03/29 18:00:00,,64,陽明,1.2,1,普通,,
55,0.3,0.2,宜蘭縣,24.747917,121.746394,0.8,3,4.5,57,51,26,20,21,13.8,細懸浮微粒,,2026/03/29 18:00:00,,65,宜蘭,0.7,0,普通,146,1.3
