county,aqi
嘉義市,87.96666666666667
高雄市,86.04444444444445
南投縣,85.31380753138075
臺南市,76.79666666666667
雲林縣,76.72573839662448
彰化縣,76.63636363636364
嘉義縣,74.83050847457628
屏東縣,70.97666666666667
臺中市,70.29295774647888
金門縣,70.05
連江縣,68.48333333333333
澎湖縣,62.666666666666664
苗栗縣,58.7909604519774
新竹市,55.71186440677966
桃園市,54.93802816901408
新竹縣,54.45762711864407
新北市,52.64887640449438
基隆市,51.11864406779661
臺北市,49.94685990338164
宜蘭縣,44.65
臺東縣,44.475
花蓮縣,42.733333333333334
