datacreationdate,sitename,county,aqi,baseline,z_score,spike_strength
2026-02-26 19:00:00,龍潭,桃園市,60,38.0,,22.0
2026-02-26 18:00:00,永和,新北市,62,40.791666666666664,,21.208333333333336
2026-02-26 18:00:00,屏東（枋山）,屏東縣,118,46.666666666666664,,71.33333333333334
2026-02-26 17:00:00,竹東,新竹縣,54,31.208333333333332,,22.791666666666668
2026-02-26 17:00:00,屏東（枋山）,屏東縣,108,44.291666666666664,,63.708333333333336
2026-02-26 16:00:00,竹東,新竹縣,54,30.333333333333332,,23.666666666666668
2026-02-26 16:00:00,屏東（枋山）,屏東縣,93,42.625,,50.375
2026-02-26 15:00:00,竹東,新竹縣,52,29.541666666666668,,22.458333333333332
2026-02-26 08:00:00,汐止,新北市,57,33.958333333333336,,23.041666666666664
2026-02-26 07:00:00,汐止,新北市,52,33.416666666666664,,18.583333333333336
2026-02-25 04:00:00,屏東（琉球）,屏東縣,131,82.44444444444444,,48.55555555555556
2026-02-25 03:00:00,屏東（琉球）,屏東縣,129,79.70588235294117,,49.294117647058826
2026-02-25 02:00:00,屏東（琉球）,屏東縣,119,77.25,,41.75
2026-02-24 10:00:00,富貴角,新北市,108,40.5,,67.5
2026-02-24 10:00:00,屏東,屏東縣,144,63.666666666666664,,80.33333333333334
2026-02-24 10:00:00,頭份,苗栗縣,115,53.25,,61.75
2026-02-24 10:00:00,苗栗,苗栗縣,97,39.083333333333336,,57.916666666666664
2026-02-24 10:00:00,臺灣大道,臺中市,100,38.166666666666664,,61.833333333333336
2026-02-24 10:00:00,湖口,新竹縣,113,62.416666666666664,,50.583333333333336
