county,aqi
嘉義市,78.01117318435755
高雄市,76.90456238361266
臺南市,73.82569832402234
金門縣,72.18016759776536
雲林縣,72.15851955307262
嘉義縣,70.91656804733728
彰化縣,69.15391061452515
連江縣,66.3072625698324
南投縣,66.09881284916202
屏東縣,63.34748603351955
臺中市,60.73417132216015
澎湖縣,57.35335195530726
桃園市,54.177374301675975
苗栗縣,51.754189944134076
新北市,51.446642616082855
新竹市,50.9427374301676
新竹縣,50.361033519553075
臺北市,49.73688410133653
基隆市,46.06703910614525
宜蘭縣,41.020949720670394
臺東縣,37.53701117318436
花蓮縣,37.17039106145251
