sitename,county,aqi,pollutant,status,so2,so2_avg,co,co_8hr,o3,o3_8hr,pm10,pm10_avg,pm25,pm25_avg,no2,nox,no,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
新營,臺南市,90,細懸浮微粒,普通,1.4,1.0,0.27,0.3,58.0,29.0,49.0,49.0,30.0,26.8,5.0,6.3,0.9,2.5,0.0,2026-03-20 12:00:00,120.31725,23.305633,43,
嘉義,嘉義市,114,細懸浮微粒,對敏感族群不健康,2.3,1.0,0.36,0.4,55.0,24.0,68.0,60.0,34.0,35.6,9.0,11.8,2.0,2.6,320.0,2026-03-20 12:00:00,120.44125148,23.46477865,42,
臺西,雲林縣,69,細懸浮微粒,普通,1.4,1.0,0.29,0.3,62.0,42.0,53.0,38.0,27.0,19.0,3.0,4.5,0.9,4.9,6.0,2026-03-20 12:00:00,120.19933333,23.702175,41,
朴子,嘉義縣,77,細懸浮微粒,普通,1.8,1.0,0.28,0.2,61.0,41.0,51.0,42.0,30.0,21.9,5.0,7.7,1.8,1.5,347.0,2026-03-20 12:00:00,120.2478,23.46538,40,
新港,嘉義縣,78,細懸浮微粒,普通,2.4,1.0,0.32,0.2,63.0,37.0,51.0,38.0,34.0,22.5,5.0,6.9,1.5,2.2,268.0,2026-03-20 12:00:00,120.345531,23.554839,39,
崙背,雲林縣,81,細懸浮微粒,普通,2.1,1.0,0.32,0.3,60.0,38.0,52.0,40.0,26.0,23.4,6.0,7.0,1.0,1.6,301.0,2026-03-20 12:00:00,120.348742,23.757547,38,
斗六,雲林縣,96,細懸浮微粒,普通,,,0.32,0.3,58.0,29.0,44.0,46.0,29.0,29.0,8.0,10.8,2.3,1.9,256.0,2026-03-20 12:00:00,120.544994,23.711853,37,
南投,南投縣,83,細懸浮微粒,普通,0.7,0.0,0.34,0.3,57.0,28.0,38.0,37.0,23.0,24.1,10.0,12.1,1.9,1.2,328.0,2026-03-20 12:00:00,120.685306,23.913,36,
二林,彰化縣,68,細懸浮微粒,普通,3.5,1.0,0.44,0.3,58.0,42.0,58.0,44.0,26.0,18.7,8.0,10.3,2.1,2.2,17.0,2026-03-20 12:00:00,120.409653,23.925175,35,
線西,彰化縣,64,細懸浮微粒,普通,4.3,2.0,0.51,0.3,56.0,44.0,56.0,36.0,25.0,17.1,12.0,15.5,2.8,3.8,13.0,2026-03-20 12:00:00,120.469061,24.131672,34,
彰化,彰化縣,65,細懸浮微粒,普通,1.2,0.0,0.33,0.3,60.0,38.0,37.0,28.0,25.0,17.6,9.0,12.3,2.7,2.7,352.0,2026-03-20 12:00:00,120.541519,24.066,33,
西屯,臺中市,56,細懸浮微粒,普通,1.1,1.0,0.3,0.2,55.0,36.0,43.0,33.0,18.0,14.4,10.0,11.6,1.5,1.9,358.0,2026-03-20 12:00:00,120.616917,24.162197,32,
忠明,臺中市,60,細懸浮微粒,普通,1.4,1.0,0.32,0.3,56.0,34.0,39.0,29.0,18.0,15.7,9.0,12.1,2.8,2.0,228.0,2026-03-20 12:00:00,120.641092,24.151958,31,
大里,臺中市,64,細懸浮微粒,普通,1.5,1.0,0.37,0.3,57.0,27.0,42.0,30.0,26.0,17.2,9.0,10.7,1.0,1.1,237.0,2026-03-20 12:00:00,120.67844444,24.09961111,30,
沙鹿,臺中市,68,細懸浮微粒,普通,1.1,0.0,0.3,0.2,59.0,43.0,32.0,29.0,21.0,18.7,7.0,8.4,0.9,4.1,344.0,2026-03-20 12:00:00,120.568794,24.225628,29,
豐原,臺中市,56,細懸浮微粒,普通,3.3,1.0,0.34,0.2,46.0,30.0,31.0,21.0,19.0,14.2,14.0,17.8,3.7,2.3,311.0,2026-03-20 12:00:00,120.74252414,24.25699731,28,
三義,苗栗縣,55,細懸浮微粒,普通,1.0,1.0,0.26,0.2,44.0,36.0,25.0,18.0,12.0,14.0,3.0,4.6,1.4,2.5,8.0,2026-03-20 12:00:00,120.75956754,24.38248443,27,
苗栗,苗栗縣,65,細懸浮微粒,普通,1.1,1.0,0.29,0.2,47.0,42.0,18.0,25.0,12.0,17.5,7.0,9.7,1.9,2.5,344.0,2026-03-20 12:00:00,120.82011468,24.56499183,26,
頭份,苗栗縣,60,細懸浮微粒,普通,1.3,1.0,0.37,0.3,51.0,42.0,33.0,32.0,17.0,15.7,10.0,13.1,2.8,2.0,44.0,2026-03-20 12:00:00,120.89869286,24.69690679,25,
新竹,新竹市,71,細懸浮微粒,普通,2.1,1.0,0.4,0.3,58.0,47.0,49.0,36.0,23.0,19.8,13.0,14.6,1.5,0.9,16.0,2026-03-20 12:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,48,,良好,0.9,0.0,0.34,0.2,48.0,41.0,23.0,18.0,11.0,11.9,8.0,10.0,1.7,1.4,176.0,2026-03-20 12:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,64,細懸浮微粒,普通,0.5,0.0,0.35,0.3,58.0,50.0,47.0,39.0,18.0,17.2,9.0,11.2,1.7,3.0,29.0,2026-03-20 12:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,58,細懸浮微粒,普通,2.1,1.0,0.36,0.3,57.0,48.0,29.0,26.0,16.0,15.0,10.0,13.4,3.1,2.6,36.0,2026-03-20 12:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,69,細懸浮微粒,普通,1.3,0.0,0.44,0.4,56.0,45.0,40.0,33.0,22.0,19.2,12.0,15.6,3.3,2.0,70.0,2026-03-20 12:00:00,121.203986,24.952786,20,
觀音,桃園市,81,細懸浮微粒,普通,0.6,0.0,0.29,0.2,59.0,56.0,61.0,50.0,25.0,23.4,5.0,7.1,1.3,5.5,70.0,2026-03-20 12:00:00,121.08283092,25.03556747,19,
大園,桃園市,66,細懸浮微粒,普通,1.2,1.0,0.32,0.3,55.0,49.0,47.0,40.0,22.0,18.1,9.0,11.9,1.9,6.3,26.0,2026-03-20 12:00:00,121.20251473,25.06100357,18,
桃園,桃園市,70,細懸浮微粒,普通,1.2,0.0,0.4,0.3,55.0,50.0,42.0,35.0,25.0,19.5,11.0,14.1,2.4,2.8,75.0,2026-03-20 12:00:00,121.30500531,24.9947107,17,
大同,臺北市,76,細懸浮微粒,普通,0.9,1.0,0.5,0.5,45.0,37.0,42.0,36.0,24.0,21.6,19.0,27.4,8.0,,,2026-03-20 12:00:00,121.51342074,25.06331455,16,
松山,臺北市,84,細懸浮微粒,普通,2.5,0.0,0.34,0.3,48.0,41.0,60.0,47.0,28.0,24.7,13.0,16.9,3.5,3.6,50.0,2026-03-20 12:00:00,121.578611,25.05,15,
古亭,臺北市,69,細懸浮微粒,普通,1.2,1.0,0.35,0.3,49.0,49.0,65.0,46.0,26.0,19.2,13.0,14.2,0.6,2.1,52.0,2026-03-20 12:00:00,121.529556,25.020608,14,
萬華,臺北市,74,細懸浮微粒,普通,1.8,0.0,0.37,0.3,52.0,47.0,50.0,38.0,25.0,20.8,11.0,14.7,3.2,4.9,95.0,2026-03-20 12:00:00,121.507972,25.046503,13,
中山,臺北市,78,細懸浮微粒,普通,0.6,0.0,0.42,0.4,50.0,45.0,58.0,43.0,26.0,22.5,12.0,15.3,2.9,3.6,113.0,2026-03-20 12:00:00,121.526528,25.062361,12,
士林,臺北市,48,,良好,0.8,0.0,0.34,0.3,57.0,52.0,30.0,21.0,15.0,11.1,5.0,6.1,0.8,3.2,147.0,2026-03-20 12:00:00,121.51666356,25.10334003,11,
淡水,新北市,60,懸浮微粒,普通,1.7,1.0,0.31,0.4,55.0,48.0,36.0,39.0,11.0,14.0,6.0,8.3,2.0,5.0,170.0,2026-03-20 12:00:00,121.449239,25.1645,10,
林口,新北市,61,細懸浮微粒,普通,1.0,0.0,0.34,0.3,55.0,47.0,31.0,26.0,15.0,16.3,8.0,11.5,3.0,3.8,84.0,2026-03-20 12:00:00,121.36548982,25.07798949,9,
菜寮,新北市,69,細懸浮微粒,普通,0.6,0.0,0.41,0.4,57.0,51.0,43.0,37.0,23.0,19.0,7.0,10.1,2.5,4.4,86.0,2026-03-20 12:00:00,121.481028,25.06895,8,
新莊,新北市,73,細懸浮微粒,普通,0.9,0.0,0.33,0.3,58.0,53.0,57.0,46.0,25.0,20.7,8.0,10.2,1.8,5.4,66.0,2026-03-20 12:00:00,121.4325,25.037972,7,
板橋,新北市,70,細懸浮微粒,普通,1.6,1.0,0.4,0.3,53.0,51.0,49.0,40.0,21.0,19.6,11.0,13.9,2.4,2.9,85.0,2026-03-20 12:00:00,121.458667,25.012972,6,
土城,新北市,69,細懸浮微粒,普通,0.7,0.0,0.39,0.3,56.0,52.0,48.0,37.0,20.0,19.2,8.0,10.3,1.8,4.0,67.0,2026-03-20 12:00:00,121.451861,24.982528,5,
新店,新北市,51,細懸浮微粒,普通,0.9,1.0,0.35,0.3,53.0,50.0,37.0,26.0,16.0,12.5,6.0,8.4,1.6,2.4,66.0,2026-03-20 12:00:00,121.537778,24.977222,4,
汐止,新北市,78,細懸浮微粒,普通,0.9,0.0,0.31,0.3,49.0,38.0,48.0,40.0,21.0,22.4,10.0,13.3,2.7,3.4,23.0,2026-03-20 12:00:00,121.64081,25.06624,2,
基隆,基隆市,73,細懸浮微粒,普通,0.3,0.0,0.34,0.3,51.0,42.0,39.0,33.0,21.0,20.4,6.0,6.6,0.4,0.2,106.0,2026-03-20 12:00:00,121.760056,25.129167,1,
屏東（枋山）,屏東縣,74,細懸浮微粒,普通,1.3,0.0,0.35,0.2,60.0,35.0,59.0,40.0,32.0,20.9,4.0,4.9,0.3,3.0,293.0,2026-03-20 11:00:00,120.651472,22.260899,313,
新北（樹林）,新北市,64,細懸浮微粒,普通,0.2,0.0,0.37,0.3,56.0,53.0,37.0,29.0,18.0,17.2,13.0,16.2,3.0,1.1,150.0,2026-03-20 11:00:00,121.38352778,24.94902778,311,
屏東（琉球）,屏東縣,108,細懸浮微粒,對敏感族群不健康,3.9,1.0,0.47,0.6,49.0,24.0,69.0,62.0,37.0,33.2,14.0,18.2,3.7,3.3,324.0,2026-03-20 11:00:00,120.37722,22.35222,204,
南投（鹿谷）,南投縣,81,細懸浮微粒,普通,1.2,1.0,0.29,0.2,32.0,40.0,41.0,35.0,24.0,23.5,4.0,6.7,1.7,0.8,329.0,2026-03-20 11:00:00,120.7944772,23.71867609,203,
林森,臺南市,101,細懸浮微粒,對敏感族群不健康,1.3,1.0,0.46,0.5,49.0,22.0,51.0,53.0,26.0,30.7,14.0,17.3,3.0,1.2,114.0,2026-03-20 11:00:00,120.22216042,22.98522502,140,
員林,彰化縣,72,細懸浮微粒,普通,1.2,1.0,0.32,0.3,51.0,29.0,39.0,29.0,22.0,20.1,9.0,11.7,2.7,1.6,300.0,2026-03-20 11:00:00,120.5631893,23.9615945,139,
臺灣大道,臺中市,68,細懸浮微粒,普通,0.3,0.0,0.57,0.6,41.0,27.0,41.0,26.0,24.0,18.6,16.0,31.0,14.6,1.5,280.0,2026-03-20 11:00:00,120.6567111,24.1589,88,
大城,彰化縣,64,細懸浮微粒,普通,,1.0,,0.2,60.0,42.0,38.0,38.0,15.0,17.3,,,,5.7,249.0,2026-03-20 11:00:00,120.26964167,23.85493056,85,
富貴角,新北市,78,細懸浮微粒,普通,0.4,0.0,0.26,0.2,63.0,63.0,58.0,51.0,20.0,22.3,2.0,1.8,0.0,6.1,92.0,2026-03-20 11:00:00,121.53656894,25.29681695,84,
麥寮,雲林縣,66,細懸浮微粒,普通,1.3,1.0,0.25,0.3,57.0,38.0,38.0,33.0,16.0,18.0,4.0,5.5,1.2,4.9,5.0,2026-03-20 11:00:00,120.251825,23.753506,83,
關山,臺東縣,35,,良好,0.9,0.0,0.25,0.2,45.0,38.0,6.0,7.0,9.0,5.4,2.0,3.6,0.8,1.9,25.0,2026-03-20 11:00:00,121.161933,23.045083,80,
馬公,澎湖縣,66,細懸浮微粒,普通,0.2,0.0,0.25,0.2,59.0,56.0,39.0,29.0,22.0,17.8,4.0,5.4,1.1,4.3,29.0,2026-03-20 11:00:00,119.566158,23.569031,78,
金門,金門縣,75,細懸浮微粒,普通,1.5,1.0,0.37,0.3,54.0,47.0,40.0,31.0,23.0,21.2,9.0,10.2,1.0,1.6,28.0,2026-03-20 11:00:00,118.312256,24.432133,77,
馬祖,連江縣,92,細懸浮微粒,普通,1.2,0.0,0.28,0.2,68.0,66.0,,54.0,40.0,27.5,5.0,6.5,0.5,,,2026-03-20 11:00:00,119.952724,26.153736,75,
埔里,南投縣,86,細懸浮微粒,普通,1.2,1.0,0.26,0.3,43.0,14.0,36.0,38.0,21.0,25.4,4.0,6.4,2.0,1.8,289.0,2026-03-20 11:00:00,120.967903,23.968842,72,
復興,高雄市,120,細懸浮微粒,對敏感族群不健康,1.4,0.0,0.5,0.5,49.0,26.0,66.0,55.0,42.0,38.2,18.0,21.8,3.6,1.1,273.0,2026-03-20 11:00:00,120.312017,22.608711,71,
永和,新北市,73,細懸浮微粒,普通,1.2,1.0,0.47,0.4,47.0,48.0,52.0,40.0,25.0,20.5,14.0,17.7,3.6,2.7,83.0,2026-03-20 11:00:00,121.516306,25.017,70,
竹山,南投縣,107,細懸浮微粒,對敏感族群不健康,1.5,1.0,0.33,0.3,45.0,20.0,54.0,52.0,31.0,32.8,8.0,9.9,1.6,1.9,305.0,2026-03-20 11:00:00,120.677306,23.756389,69,
中壢,桃園市,70,細懸浮微粒,普通,1.1,1.0,0.62,0.4,33.0,34.0,53.0,39.0,23.0,19.5,29.0,41.4,12.0,0.8,325.0,2026-03-20 11:00:00,121.221667,24.953278,68,
三重,新北市,75,細懸浮微粒,普通,2.0,1.0,0.72,0.6,32.0,32.0,53.0,42.0,24.0,21.3,28.0,52.0,23.1,,,2026-03-20 11:00:00,121.493806,25.072611,67,
冬山,宜蘭縣,34,,良好,,0.0,0.27,0.2,44.0,37.0,17.0,9.0,12.0,7.9,6.0,6.4,0.4,1.2,256.0,2026-03-20 11:00:00,121.792928,24.632203,66,
宜蘭,宜蘭縣,34,,良好,0.7,0.0,0.3,0.2,49.0,37.0,24.0,10.0,11.0,4.7,4.0,5.5,0.5,1.1,332.0,2026-03-20 11:00:00,121.746394,24.747917,65,
陽明,臺北市,50,,良好,1.5,1.0,0.3,0.2,52.0,54.0,15.0,11.0,15.0,6.5,1.0,2.4,0.6,2.8,160.0,2026-03-20 11:00:00,121.529583,25.182722,64,
花蓮,花蓮縣,27,,良好,1.6,1.0,0.3,0.3,56.0,29.0,8.0,13.0,4.0,5.0,3.0,4.7,1.0,2.6,63.0,2026-03-20 11:00:00,121.599769,23.971306,63,
臺東,臺東縣,41,,良好,1.4,0.0,0.27,0.2,52.0,44.0,25.0,14.0,8.0,6.2,4.0,6.5,1.5,2.9,63.0,2026-03-20 11:00:00,121.15045,22.755358,62,
恆春,屏東縣,44,,良好,0.7,0.0,0.22,0.2,53.0,48.0,10.0,8.0,5.0,3.7,1.0,1.7,0.5,8.1,26.0,2026-03-20 11:00:00,120.788928,21.958069,61,
潮州,屏東縣,105,細懸浮微粒,對敏感族群不健康,2.7,1.0,0.46,0.3,56.0,23.0,67.0,58.0,31.0,32.1,6.0,8.7,1.7,2.6,255.0,2026-03-20 11:00:00,120.561175,22.523108,60,
屏東,屏東縣,103,細懸浮微粒,對敏感族群不健康,1.5,0.0,0.31,0.3,53.0,26.0,59.0,59.0,29.0,31.4,6.0,8.0,1.1,1.5,296.0,2026-03-20 11:00:00,120.488033,22.673081,59,
小港,高雄市,115,細懸浮微粒,對敏感族群不健康,2.5,1.0,0.5,0.5,45.0,22.0,70.0,59.0,39.0,36.2,23.0,30.5,6.5,2.9,267.0,2026-03-20 11:00:00,120.337736,22.565833,58,
前鎮,高雄市,107,細懸浮微粒,對敏感族群不健康,1.7,0.0,0.45,0.4,50.0,28.0,66.0,59.0,41.0,33.0,16.0,19.9,3.3,1.6,236.0,2026-03-20 11:00:00,120.30833356,22.6044507,57,
前金,高雄市,112,細懸浮微粒,對敏感族群不健康,1.6,0.0,0.46,0.4,53.0,27.0,66.0,58.0,40.0,35.0,16.0,19.4,2.6,4.6,355.0,2026-03-20 11:00:00,120.28676111,22.63390278,56,
左營,高雄市,116,細懸浮微粒,對敏感族群不健康,1.6,1.0,0.48,0.4,49.0,25.0,70.0,56.0,44.0,36.5,17.0,21.2,3.5,3.5,273.0,2026-03-20 11:00:00,120.292917,22.674861,54,
楠梓,高雄市,112,細懸浮微粒,對敏感族群不健康,1.5,1.0,0.37,0.3,51.0,24.0,89.0,63.0,36.0,35.0,12.0,14.4,1.9,2.3,278.0,2026-03-20 11:00:00,120.328289,22.733667,53,
林園,高雄市,116,細懸浮微粒,對敏感族群不健康,3.1,1.0,0.51,0.4,43.0,24.0,65.0,61.0,42.0,36.5,21.0,25.0,3.9,2.4,264.0,2026-03-20 11:00:00,120.41175,22.4795,52,
大寮,高雄市,127,細懸浮微粒,對敏感族群不健康,2.4,1.0,0.52,0.4,50.0,24.0,67.0,61.0,40.0,41.0,16.0,19.6,2.9,2.0,199.0,2026-03-20 11:00:00,120.425311,22.56413611,51,
鳳山,高雄市,118,細懸浮微粒,對敏感族群不健康,1.5,1.0,0.7,0.5,43.0,20.0,63.0,57.0,34.0,37.6,22.0,28.5,6.1,1.1,282.0,2026-03-20 11:00:00,120.357422,22.628126,50,
仁武,高雄市,129,細懸浮微粒,對敏感族群不健康,1.6,1.0,0.5,0.5,48.0,19.0,70.0,60.0,47.0,41.9,23.0,25.1,1.2,2.4,288.0,2026-03-20 11:00:00,120.332631,22.689056,49,
橋頭,高雄市,115,細懸浮微粒,對敏感族群不健康,1.8,1.0,0.4,0.4,48.0,23.0,57.0,54.0,38.0,36.1,14.0,17.6,3.0,2.3,322.0,2026-03-20 11:00:00,120.305689,22.757506,48,
美濃,高雄市,83,細懸浮微粒,普通,1.2,1.0,0.27,0.3,46.0,23.0,42.0,40.0,26.0,24.3,3.0,4.2,0.7,1.7,272.0,2026-03-20 11:00:00,120.530542,22.883583,47,
臺南,臺南市,97,細懸浮微粒,普通,1.3,1.0,0.31,0.4,52.0,25.0,46.0,49.0,28.0,29.3,10.0,11.8,1.3,2.2,355.0,2026-03-20 11:00:00,120.21947897,22.98928311,46,
安南,臺南市,91,細懸浮微粒,普通,1.3,1.0,0.29,0.4,54.0,25.0,63.0,49.0,23.0,27.1,7.0,9.9,1.9,2.7,332.0,2026-03-20 11:00:00,120.2175,23.048197,45,
善化,臺南市,96,細懸浮微粒,普通,1.0,1.0,0.31,0.3,51.0,25.0,54.0,58.0,30.0,29.0,7.0,9.3,1.6,3.0,354.0,2026-03-20 11:00:00,120.29740529,23.11337642,44,
新營,臺南市,87,細懸浮微粒,普通,1.4,1.0,0.27,0.3,49.0,24.0,58.0,48.0,23.0,25.5,6.0,8.2,1.7,2.5,8.0,2026-03-20 11:00:00,120.31725,23.305633,43,
嘉義,嘉義市,112,細懸浮微粒,對敏感族群不健康,2.0,1.0,0.44,0.4,37.0,20.0,61.0,57.0,39.0,34.8,12.0,16.1,3.4,2.6,329.0,2026-03-20 11:00:00,120.44125148,23.46477865,42,
臺西,雲林縣,64,細懸浮微粒,普通,1.6,1.0,0.26,0.3,56.0,39.0,42.0,35.0,21.0,17.2,4.0,5.1,1.0,5.4,14.0,2026-03-20 11:00:00,120.19933333,23.702175,41,
朴子,嘉義縣,72,細懸浮微粒,普通,2.0,1.0,0.3,0.2,53.0,36.0,56.0,38.0,28.0,20.0,6.0,8.5,1.9,1.7,348.0,2026-03-20 11:00:00,120.2478,23.46538,40,
新港,嘉義縣,72,細懸浮微粒,普通,2.2,1.0,0.3,0.2,51.0,33.0,49.0,35.0,27.0,20.1,5.0,7.3,1.7,2.8,303.0,2026-03-20 11:00:00,120.345531,23.554839,39,
崙背,雲林縣,79,細懸浮微粒,普通,2.0,1.0,0.37,0.3,49.0,35.0,52.0,37.0,31.0,22.6,7.0,8.4,1.2,1.9,3.0,2026-03-20 11:00:00,120.348742,23.757547,38,
斗六,雲林縣,96,細懸浮微粒,普通,1.6,,0.33,0.3,47.0,25.0,50.0,47.0,32.0,29.0,7.0,10.3,2.4,1.4,324.0,2026-03-20 11:00:00,120.544994,23.711853,37,
南投,南投縣,86,細懸浮微粒,普通,0.6,0.0,0.39,0.3,39.0,24.0,40.0,37.0,19.0,25.3,12.0,16.3,3.7,1.5,23.0,2026-03-20 11:00:00,120.685306,23.913,36,
二林,彰化縣,64,細懸浮微粒,普通,2.9,1.0,0.37,0.3,52.0,40.0,52.0,41.0,25.0,17.3,7.0,9.9,2.2,3.2,38.0,2026-03-20 11:00:00,120.409653,23.925175,35,
線西,彰化縣,60,細懸浮微粒,普通,1.9,1.0,0.42,0.2,51.0,42.0,42.0,32.0,20.0,15.7,9.0,12.2,2.5,3.9,18.0,2026-03-20 11:00:00,120.469061,24.131672,34,
彰化,彰化縣,61,細懸浮微粒,普通,1.1,0.0,0.33,0.3,52.0,34.0,27.0,26.0,17.0,16.1,9.0,11.5,2.4,2.5,15.0,2026-03-20 11:00:00,120.541519,24.066,33,
西屯,臺中市,52,細懸浮微粒,普通,1.1,1.0,0.29,0.2,47.0,34.0,39.0,29.0,20.0,12.9,10.0,12.0,1.7,2.8,53.0,2026-03-20 11:00:00,120.616917,24.162197,32,
忠明,臺中市,57,細懸浮微粒,普通,1.4,1.0,0.3,0.3,48.0,31.0,40.0,26.0,21.0,14.7,8.0,11.8,2.9,1.9,17.0,2026-03-20 11:00:00,120.641092,24.151958,31,
大里,臺中市,59,細懸浮微粒,普通,1.5,1.0,0.35,0.3,44.0,23.0,37.0,27.0,23.0,15.3,8.0,10.4,1.7,2.5,265.0,2026-03-20 11:00:00,120.67844444,24.09961111,30,
沙鹿,臺中市,66,細懸浮微粒,普通,1.0,0.0,0.28,0.2,52.0,40.0,36.0,29.0,23.0,17.8,7.0,8.4,1.1,4.4,299.0,2026-03-20 11:00:00,120.568794,24.225628,29,
豐原,臺中市,52,細懸浮微粒,普通,1.9,1.0,0.32,0.2,39.0,27.0,29.0,19.0,18.0,13.0,10.0,13.4,2.9,2.6,296.0,2026-03-20 11:00:00,120.74252414,24.25699731,28,
三義,苗栗縣,55,細懸浮微粒,普通,0.9,1.0,0.27,0.2,39.0,34.0,26.0,17.0,19.0,13.9,5.0,6.7,1.7,2.7,25.0,2026-03-20 11:00:00,120.75956754,24.38248443,27,
苗栗,苗栗縣,67,細懸浮微粒,普通,1.4,1.0,0.32,0.2,41.0,41.0,23.0,27.0,13.0,18.2,11.0,13.6,2.0,2.3,8.0,2026-03-20 11:00:00,120.82011468,24.56499183,26,
頭份,苗栗縣,58,細懸浮微粒,普通,1.5,1.0,0.4,0.3,41.0,40.0,26.0,32.0,15.0,15.1,13.0,16.1,2.9,1.9,61.0,2026-03-20 11:00:00,120.89869286,24.69690679,25,
新竹,新竹市,68,細懸浮微粒,普通,2.0,1.0,0.4,0.3,51.0,45.0,50.0,33.0,24.0,18.6,13.0,15.2,1.4,1.0,33.0,2026-03-20 11:00:00,120.97236752,24.8056356,24,
竹東,新竹縣,46,,良好,0.7,0.0,0.33,0.2,40.0,40.0,19.0,17.0,13.0,11.5,9.0,10.5,1.4,1.2,159.0,2026-03-20 11:00:00,121.08895493,24.74091408,23,
湖口,新竹縣,62,細懸浮微粒,普通,0.6,0.0,0.34,0.3,55.0,49.0,49.0,36.0,21.0,16.5,8.0,9.9,1.4,3.3,33.0,2026-03-20 11:00:00,121.03886894,24.90009696,22,
龍潭,桃園市,55,細懸浮微粒,普通,1.7,0.0,0.37,0.3,51.0,47.0,31.0,25.0,20.0,14.0,10.0,13.9,3.0,2.2,51.0,2026-03-20 11:00:00,121.21645772,24.86400048,21,
平鎮,桃園市,66,細懸浮微粒,普通,1.4,0.0,0.43,0.3,50.0,43.0,38.0,30.0,23.0,17.8,13.0,15.7,2.7,2.2,88.0,2026-03-20 11:00:00,121.203986,24.952786,20,
觀音,桃園市,79,細懸浮微粒,普通,0.6,0.0,0.31,0.2,57.0,55.0,55.0,48.0,26.0,22.7,6.0,7.8,1.1,6.6,57.0,2026-03-20 11:00:00,121.08283092,25.03556747,19,
大園,桃園市,62,細懸浮微粒,普通,0.9,1.0,0.33,0.3,53.0,48.0,44.0,38.0,20.0,16.6,12.0,14.4,2.2,5.1,37.0,2026-03-20 11:00:00,121.20251473,25.06100357,18,
桃園,桃園市,66,細懸浮微粒,普通,1.2,0.0,0.4,0.3,52.0,50.0,45.0,32.0,23.0,17.8,12.0,15.6,2.9,3.1,69.0,2026-03-20 11:00:00,121.30500531,24.9947107,17,
大同,臺北市,74,細懸浮微粒,普通,1.1,1.0,0.58,0.4,38.0,38.0,48.0,36.0,31.0,20.9,25.0,39.5,13.7,,,2026-03-20 11:00:00,121.51342074,25.06331455,16,
松山,臺北市,82,細懸浮微粒,普通,2.2,0.0,0.36,0.3,44.0,41.0,63.0,44.0,31.0,23.8,16.0,20.3,3.9,3.1,44.0,2026-03-20 11:00:00,121.578611,25.05,15,
古亭,臺北市,66,細懸浮微粒,普通,1.0,1.0,0.37,0.3,48.0,49.0,59.0,42.0,22.0,17.9,13.0,13.4,0.3,1.5,52.0,2026-03-20 11:00:00,121.529556,25.020608,14,
萬華,臺北市,71,細懸浮微粒,普通,1.8,0.0,0.39,0.3,49.0,47.0,46.0,36.0,27.0,19.8,13.0,17.0,3.6,4.5,91.0,2026-03-20 11:00:00,121.507972,25.046503,13,
中山,臺北市,78,細懸浮微粒,普通,0.9,0.0,0.43,0.4,48.0,45.0,53.0,41.0,29.0,22.4,13.0,17.0,3.4,3.5,98.0,2026-03-20 11:00:00,121.526528,25.062361,12,
士林,臺北市,46,,良好,1.0,0.0,0.35,0.3,55.0,50.0,24.0,20.0,12.0,10.7,6.0,7.2,1.1,3.1,158.0,2026-03-20 11:00:00,121.51666356,25.10334003,11,
淡水,新北市,63,懸浮微粒,普通,1.8,1.0,0.45,0.4,50.0,47.0,41.0,42.0,13.0,14.8,7.0,9.8,2.3,1.2,170.0,2026-03-20 11:00:00,121.449239,25.1645,10,
林口,新北市,62,細懸浮微粒,普通,1.0,0.0,0.35,0.3,53.0,46.0,36.0,26.0,20.0,16.5,8.0,11.4,2.4,2.5,92.0,2026-03-20 11:00:00,121.36548982,25.07798949,9,
菜寮,新北市,67,細懸浮微粒,普通,0.9,0.0,0.41,0.3,55.0,50.0,48.0,35.0,24.0,18.4,8.0,11.6,2.8,4.5,102.0,2026-03-20 11:00:00,121.481028,25.06895,8,
新莊,新北市,72,細懸浮微粒,普通,1.1,0.0,0.35,0.3,55.0,52.0,57.0,43.0,24.0,20.0,10.0,12.5,1.9,5.5,57.0,2026-03-20 11:00:00,121.4325,25.037972,7,
板橋,新北市,71,細懸浮微粒,普通,1.2,1.0,0.39,0.3,54.0,51.0,40.0,38.0,23.0,19.7,10.0,12.6,2.0,3.6,76.0,2026-03-20 11:00:00,121.458667,25.012972,6,
土城,新北市,69,細懸浮微粒,普通,0.7,0.0,0.39,0.3,54.0,51.0,44.0,34.0,22.0,18.9,8.0,10.8,1.9,4.5,56.0,2026-03-20 11:00:00,121.451861,24.982528,5,
新店,新北市,46,,良好,0.8,1.0,0.35,0.3,53.0,50.0,31.0,23.0,16.0,11.2,7.0,9.0,1.8,3.1,77.0,2026-03-20 11:00:00,121.537778,24.977222,4,
汐止,新北市,76,細懸浮微粒,普通,0.7,0.0,0.38,0.3,37.0,38.0,51.0,37.0,31.0,21.8,20.0,24.3,4.3,3.0,22.0,2026-03-20 11:00:00,121.64081,25.06624,2,
基隆,基隆市,71,細懸浮微粒,普通,0.4,1.0,0.36,0.3,51.0,42.0,42.0,31.0,23.0,19.9,7.0,7.9,0.7,0.3,56.0,2026-03-20 11:00:00,121.760056,25.129167,1,
